Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Years_on_Market
Sid Meier's Civilization Revolution,DS,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,8.0,7.7,E10+,8.0
Tiger Woods PGA Tour 2003,XB,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,8.8,8.5,E,14.0
Battlefield 2: Modern Combat,PS2,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44,8.0,8.5,T,11.0
50 Cent: Bulletproof,XB,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,5.0,5.9,M,11.0
Tony Hawk's Proving Ground,PS3,Sports,Activision,0.36,0.04,0.0,0.04,0.44,7.3,6.6,T,9.0
LEGO Star Wars II: The Original Trilogy,XB,Action,LucasArts,0.33,0.1,0.0,0.02,0.44,8.5,8.6,E10+,10.0
Viking: Battle for Asgard,X360,Action,Sega,0.16,0.23,0.0,0.05,0.44,6.8,8.0,M,8.0
Dragon Quest Heroes: Rocket Slime,DS,Action,Square Enix,0.13,0.0,0.31,0.01,0.44,8.3,7.6,E,11.0
Dance Dance Revolution: Hottest Party 3,Wii,Simulation,Konami Digital Entertainment,0.26,0.14,0.0,0.04,0.44,6.6,8.2,E10+,7.0
G-Force,Wii,Action,Disney Interactive Studios,0.19,0.2,0.0,0.05,0.44,6.9,8.0,E10+,7.0
Transformers: Fall of Cybertron,X360,Action,Activision,0.28,0.12,0.0,0.04,0.44,7.9,8.3,T,4.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,7.4,8.0,T,6.0
MX Unleashed,XB,Racing,THQ,0.34,0.08,0.0,0.02,0.44,8.1,9.3,E,12.0
Wario World,GC,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44,7.1,7.2,E,13.0
DmC: Devil May Cry,X360,Action,Capcom,0.26,0.12,0.01,0.04,0.44,8.6,5.1,M,3.0
FIFA Soccer 13,PSV,Action,Electronic Arts,0.0,0.28,0.05,0.11,0.44,5.7,4.1,E,4.0
The Legend of Spyro: Dawn of the Dragon,PS3,Platform,Vivendi Games,0.19,0.18,0.0,0.07,0.44,5.9,6.6,E10+,8.0
Samurai Warriors 3,Wii,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,5.5,7.2,T,7.0
Ben 10 Alien Force: Vilgax Attacks,Wii,Action,D3Publisher,0.25,0.14,0.0,0.04,0.44,6.5,4.0,E10+,7.0
TimeSplitters 2,GC,Shooter,Eidos Interactive,0.34,0.09,0.0,0.01,0.44,8.8,9.0,T,14.0
Eternal Darkness: Sanity's Requiem,GC,Adventure,Nintendo,0.34,0.09,0.0,0.01,0.44,9.2,8.7,M,14.0
Food Network: Cook or Be Cooked,Wii,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,5.3,6.8,E,7.0
Naruto: Ultimate Ninja 3,PS2,Fighting,Atari,0.36,0.01,0.0,0.06,0.44,7.5,8.7,T,11.0
The Darkness,X360,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,8.2,8.1,M,9.0
Thrillville: Off the Rails,Wii,Strategy,LucasArts,0.38,0.02,0.0,0.03,0.44,7.0,2.8,E10+,9.0
Child of Eden,X360,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,8.4,7.7,E10+,5.0
Spider-Man: Shattered Dimensions,PS3,Action,Activision,0.26,0.12,0.0,0.05,0.44,7.4,7.5,T,6.0
NFL Blitz 20-03,PS2,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,7.3,8.6,E,14.0
Eternal Sonata,PS3,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,8.0,7.8,T,8.0
Star Wars: Jedi Starfighter,XB,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,7.8,5.2,T,14.0
Classic NES Series: Metroid,GBA,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,5.8,8.6,E,12.0
Nicktoons: Attack of the Toybots,Wii,Platform,THQ,0.4,0.0,0.0,0.03,0.43,6.0,6.0,E,9.0
Primal,PS2,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43,7.3,8.6,M,13.0
Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,5.8,5.0,M,4.0
Band Hero,DS,Misc,Activision,0.2,0.19,0.0,0.04,0.43,6.5,7.0,E10+,7.0
Need for Speed Underground 2,GBA,Racing,Electronic Arts,0.31,0.12,0.0,0.01,0.43,7.2,8.2,E,12.0
SSX Tricky,XB,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,8.8,8.5,E,15.0
Tetris Axis,3DS,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,7.4,6.8,E,5.0
Borderlands: The Handsome Collection,XOne,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,8.0,7.8,M,1.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43,6.8,8.4,T,11.0
Star Wars The Clone Wars: Republic Heroes,PS3,Action,LucasArts,0.19,0.18,0.0,0.07,0.43,4.3,5.3,T,7.0
NCAA Football 2004,XB,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,8.8,8.8,E,13.0
Bionicle,PS2,Action,Electronic Arts,0.21,0.17,0.0,0.06,0.43,5.1,3.6,E,13.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,7.3,7.5,T,2.0
Naughty Bear,PS3,Action,505 Games,0.18,0.18,0.0,0.07,0.43,4.3,5.5,T,6.0
MLB 2002,PS,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,7.6,8.1,E,15.0
Deadpool,X360,Action,Activision,0.26,0.13,0.0,0.04,0.43,6.2,7.4,M,3.0
Lego Batman 3: Beyond Gotham,XOne,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,7.4,7.1,E10+,2.0
MLB 14: The Show,PS3,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,8.1,6.8,E,2.0
Devil May Cry HD Collection,X360,Action,Capcom,0.28,0.11,0.01,0.03,0.43,7.7,8.4,M,4.0
Hyperdimension Neptunia,PS3,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,4.5,7.0,T,6.0
TimeSplitters,PS2,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,8.1,8.0,T,16.0
InuYasha: The Secret of the Cursed Mask,PS2,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,5.1,8.1,T,12.0
Mega Man Zero 2,GBA,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,8.1,8.6,E,13.0
Payday 2,PS3,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43,7.4,6.2,M,3.0
Ghostbusters: The Video Game,PS2,Action,Atari,0.15,0.04,0.0,0.24,0.43,6.4,8.7,E10+,7.0
Hunter: The Reckoning  Wayward,PS2,Action,Interplay,0.21,0.16,0.0,0.06,0.43,6.8,8.8,M,13.0
EyeToy: AntiGrav,PS2,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,7.1,7.8,E,12.0
EverQuest Online Adventures,PS2,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,7.4,8.2,T,13.0
OkamiDen,DS,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,8.2,7.9,E10+,6.0
Hometown Story,3DS,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,4.7,6.0,E10+,3.0
Just Dance 4,PS3,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,7.7,7.1,E10+,4.0
Mobile Suit Gundam: Zeonic Front,PS2,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,7.1,8.8,T,15.0
Dawn of Mana,PS2,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,5.7,6.8,T,10.0
Castlevania: Dawn of Sorrow,DS,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,8.9,8.5,T,11.0
Max Payne 3,PC,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,8.7,7.6,M,4.0
Tales of the World: Radiant Mythology,PSP,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,6.6,7.8,T,10.0
Alpha Protocol,PS3,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,6.4,6.9,M,6.0
Rayman Legends,X360,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,9.0,8.2,E10+,3.0
Madden NFL 2003,GC,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,9.2,8.5,E,14.0
Disney Sing It,X360,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,5.3,5.2,E,8.0
Microsoft Flight Simulator X,PC,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,8.0,7.6,E,10.0
SEGA Classics Collection,PS2,Misc,Sega,0.21,0.16,0.0,0.05,0.43,4.6,6.7,T,11.0
Crash: Mind Over Mutant,Wii,Platform,Vivendi Games,0.35,0.05,0.0,0.03,0.43,7.0,6.6,E10+,8.0
Naruto: Ninja Council 3,DS,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,5.6,6.5,E10+,10.0
NBA Street,GC,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,8.8,8.6,E,14.0
Def Jam Icon,PS3,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.42,6.8,4.4,M,9.0
2014 FIFA World Cup Brazil,X360,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,7.4,4.4,E,2.0
The Legend of Spyro: The Eternal Night,PS2,Platform,Vivendi Games,0.21,0.16,0.0,0.05,0.42,5.4,5.4,E10+,9.0
Atelier Totori: The Adventurer of Arland,PS3,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,7.4,6.7,T,6.0
Mega Man Battle Network,GBA,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,7.9,8.9,E,15.0
Juiced: Eliminator,PSP,Racing,THQ,0.11,0.2,0.0,0.12,0.42,6.5,8.2,T,10.0
25 to Life,PS2,Shooter,Eidos Interactive,0.35,0.01,0.0,0.06,0.42,3.9,4.9,M,10.0
NHL 2K6,PS2,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,8.1,5.8,E10+,11.0
Medal of Honor: Rising Sun,GC,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.42,6.8,6.4,T,13.0
The Sims,XB,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,8.4,6.9,T,13.0
Dog's Life,PS2,Adventure,Sony Computer Entertainment,0.21,0.16,0.0,0.05,0.42,6.4,3.1,T,13.0
Tony Hawk's American Wasteland,GC,Sports,Activision,0.33,0.08,0.0,0.01,0.42,7.6,7.7,T,11.0
Colony Wars,PS,Simulation,Psygnosis,0.24,0.16,0.0,0.03,0.42,9.1,7.8,E,19.0
All-Star Baseball 2004,PS2,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,7.8,7.5,E,13.0
NASCAR Thunder 2002,PS,Racing,Electronic Arts,0.23,0.16,0.0,0.03,0.42,6.9,6.9,E,15.0
Batman: Arkham Origins Blackgate,PSV,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,6.1,6.8,T,3.0
Zone of the Enders HD Collection,PS3,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,7.3,8.0,M,4.0
2010 FIFA World Cup South Africa,Wii,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,7.0,6.7,E,6.0
ESPN NHL 2K5,XB,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,8.8,8.5,E,12.0
Hot Wheels World Race,PS2,Racing,THQ,0.21,0.16,0.0,0.05,0.42,5.5,7.7,E,13.0
Superman: Shadow of Apokolips,PS2,Action,Atari,0.21,0.16,0.0,0.05,0.42,6.4,7.2,E,14.0
Trials Fusion,PS4,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,7.9,7.2,E10+,2.0
American Chopper,PS2,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,4.7,7.5,T,12.0
NASCAR Kart Racing,Wii,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42,7.0,8.1,E,7.0
Guitar Hero: Smash Hits,X360,Misc,Activision,0.23,0.15,0.0,0.04,0.42,7.1,5.9,T,7.0
Lemony Snicket's A Series of Unfortunate Events,GBA,Platform,Activision,0.3,0.11,0.0,0.01,0.42,7.2,8.0,E,12.0
Test Drive,XB,Racing,Atari,0.35,0.05,0.0,0.02,0.42,7.1,8.7,T,14.0
Pirates of the Caribbean: At World's End,PSP,Action,Disney Interactive Studios,0.15,0.17,0.0,0.1,0.42,6.1,7.0,T,9.0
James Bond 007: Everything or Nothing,GC,Shooter,Electronic Arts,0.32,0.08,0.0,0.01,0.42,8.4,8.2,T,12.0
NBA Live 06,PSP,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,8.0,7.6,E,11.0
MLB 08: The Show,PS2,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,8.4,7.3,E,8.0
Dance Dance Revolution Ultramix 2,XB,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,7.8,7.1,E,12.0
Mega Man Anniversary Collection,GC,Platform,Capcom,0.32,0.08,0.0,0.01,0.42,8.1,8.8,E,12.0
Crash: Mind Over Mutant,DS,Platform,Vivendi Games,0.38,0.0,0.0,0.03,0.42,4.5,5.8,E,8.0
How to Train Your Dragon,Wii,Action,Activision,0.23,0.15,0.0,0.04,0.42,5.9,7.0,E10+,6.0
Story of Seasons,3DS,Simulation,Nintendo,0.0,0.14,0.27,0.01,0.42,7.6,8.2,E10+,2.0
Harry Potter and the Goblet of Fire,GC,Action,Electronic Arts,0.32,0.08,0.0,0.01,0.42,6.9,6.3,E10+,11.0
Thrillville: Off the Rails,PS2,Strategy,LucasArts,0.2,0.16,0.0,0.05,0.42,7.0,1.7,E10+,9.0
Mega Man X6,PS,Action,Capcom,0.14,0.1,0.16,0.03,0.42,6.5,6.8,E,15.0
BloodRayne,PS2,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,7.5,8.5,M,14.0
Castlevania: Curse of Darkness,PS2,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42,7.0,7.5,M,11.0
LEGO Rock Band,PS3,Misc,Warner Bros. Interactive Entertainment,0.24,0.12,0.0,0.06,0.42,7.5,7.6,E10+,7.0
Black,XB,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,7.7,8.0,M,10.0
Spec Ops: The Line,X360,Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,7.6,8.2,M,4.0
Paper Mario: Color Splash,WiiU,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,7.5,6.8,E,0.0
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,0.42,7.4,6.8,T,8.0
Vanquish,X360,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,8.4,8.4,M,6.0
TRON: Evolution,PS3,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,0.42,5.8,6.2,T,6.0
Pirates of the Caribbean: At World's End,PS2,Action,Disney Interactive Studios,0.2,0.16,0.0,0.05,0.42,5.4,7.0,T,9.0
Mega Man Legends 2,PS,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42,7.6,8.8,E,16.0
Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,0.36,0.02,0.0,0.03,0.42,6.6,7.9,T,10.0
Attack on Titan: Humanity in Chains,3DS,Action,Screenlife,0.0,0.0,0.42,0.0,0.42,4.6,4.5,M,3.0
The Suffering,PS2,Action,Midway Games,0.2,0.16,0.0,0.05,0.42,7.7,8.9,M,12.0
Animal Crossing: Amiibo Festival,WiiU,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,4.6,4.4,E,1.0
Zone of the Enders: The 2nd Runner,PS2,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,8.2,8.9,M,13.0
Just Dance 2014,PS4,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,7.5,5.5,E10+,3.0
NFL GameDay 2004,PS2,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,6.5,8.7,E,13.0
Condemned: Criminal Origins,X360,Action,Sega,0.36,0.02,0.0,0.03,0.41,8.1,8.2,M,11.0
Crash of the Titans,PS2,Action,Vivendi Games,0.34,0.01,0.0,0.06,0.41,7.0,5.9,E10+,9.0
EA Sports UFC 2,XOne,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,7.6,6.0,T,0.0
Tom Clancy's Rainbow Six: Lockdown,XB,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,7.4,6.6,M,11.0
TimeShift,X360,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,7.0,7.9,M,9.0
Farming Simulator 17,PS4,Simulation,Focus Home Interactive,0.05,0.31,0.0,0.06,0.41,6.9,8.7,E,0.0
Castlevania: The Dracula X Chronicles,PSP,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.41,8.0,7.8,T,9.0
Tom Clancy's HAWX 2,PS3,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,7.0,6.8,T,6.0
X-Men: The Official Game,PS2,Action,Activision,0.2,0.16,0.0,0.05,0.41,5.2,7.5,T,10.0
Terraria,PS3,Action,505 Games,0.07,0.2,0.09,0.05,0.41,8.1,7.9,T,3.0
LEGO Dimensions,XOne,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,8.0,6.9,E10+,1.0
Football Manager Handheld 2011,PSP,Sports,Sega,0.0,0.27,0.0,0.14,0.41,7.7,7.7,E,6.0
300: March to Glory,PSP,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.07,0.41,5.5,7.1,M,9.0
Marvel Super Hero Squad,DS,Fighting,THQ,0.36,0.02,0.0,0.03,0.41,6.1,2.8,E10+,7.0
NHL 15,XOne,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,5.9,3.2,E10+,2.0
Tom Clancy's The Division,PC,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,7.9,5.8,M,0.0
Green Day: Rock Band,PS3,Misc,MTV Games,0.19,0.15,0.0,0.06,0.41,7.6,6.3,T,6.0
F1 2014,PS3,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,6.2,4.1,E,2.0
Cars: Mater-National Championship,PS3,Racing,THQ,0.37,0.01,0.0,0.03,0.41,6.3,4.8,E,9.0
Call of Duty: Black Ops II,WiiU,Shooter,Activision,0.2,0.18,0.0,0.03,0.41,8.1,6.9,M,4.0
BioShock,PC,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,9.6,8.5,M,9.0
The Terminator: Dawn of Fate,PS2,Action,Atari,0.2,0.16,0.0,0.05,0.41,5.8,5.7,T,14.0
Medal of Honor Heroes 2,Wii,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,7.3,7.6,T,9.0
Top Spin 4,X360,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,8.4,8.2,E,5.0
Armored Core 2: Another Age,PS2,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,7.5,8.8,T,15.0
Mortal Kombat: Deadly Alliance,GC,Fighting,Midway Games,0.31,0.08,0.0,0.01,0.41,8.1,8.7,M,14.0
NiGHTS: Journey of Dreams,Wii,Platform,Sega,0.32,0.02,0.04,0.03,0.41,6.9,8.5,E,9.0
Call of Duty: Advanced Warfare,PC,Shooter,Activision,0.15,0.23,0.0,0.03,0.41,7.8,4.5,M,2.0
"Ed, Edd n Eddy: The Mis-Edventures",PS2,Platform,Midway Games,0.34,0.01,0.0,0.06,0.41,5.0,7.6,E,11.0
Disney's Tarzan Untamed,PS2,Platform,Ubisoft,0.2,0.16,0.0,0.05,0.41,5.9,7.1,E,15.0
WWE All Stars,PS3,Fighting,THQ,0.16,0.18,0.0,0.07,0.41,7.5,6.4,T,5.0
Green Day: Rock Band,X360,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41,7.5,6.6,T,6.0
Harry Potter and the Deathly Hallows - Part 1,DS,Action,Electronic Arts,0.19,0.18,0.0,0.04,0.41,5.6,6.0,E10+,6.0
Resistance: Burning Skies,PSV,Shooter,Sony Computer Entertainment,0.18,0.15,0.02,0.06,0.41,6.0,6.8,M,4.0
Battlefield 2: Modern Combat,X360,Shooter,Electronic Arts,0.35,0.02,0.01,0.03,0.41,7.7,7.3,T,10.0
Knockout Kings 2001,PS,Fighting,Electronic Arts,0.23,0.15,0.0,0.03,0.41,8.4,8.5,T,16.0
From Russia With Love,PS2,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41,6.9,7.6,T,11.0
Fantastic Pets,X360,Simulation,THQ,0.3,0.08,0.0,0.03,0.41,6.6,7.5,E,5.0
BlazBlue: Continuum Shift,PS3,Fighting,PQube,0.21,0.07,0.09,0.04,0.41,8.7,8.0,T,6.0
Duke Nukem Forever,PC,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,5.4,5.7,M,5.0
Minority Report: Everybody Runs,PS2,Action,Activision,0.2,0.15,0.0,0.05,0.41,5.0,5.0,T,14.0
Katamari Forever,PS3,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,7.4,8.1,E,7.0
NFL GameDay 2002,PS,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,6.2,8.8,E,15.0
Spider-Man: Web of Shadows,X360,Action,Activision,0.36,0.02,0.0,0.03,0.4,6.8,8.6,T,8.0
Naughty Bear,X360,Action,505 Games,0.21,0.15,0.0,0.04,0.4,4.3,5.6,T,6.0
Tak and the Power of Juju,GC,Platform,THQ,0.31,0.08,0.0,0.01,0.4,7.1,8.2,E,13.0
Six Flags Fun Park,Wii,Misc,Ubisoft,0.27,0.09,0.0,0.04,0.4,4.3,7.1,E10+,7.0
Beowulf: The Game,X360,Action,Ubisoft,0.36,0.01,0.0,0.03,0.4,5.1,4.7,M,9.0
NBA Jam,Wii,Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,7.9,8.5,E,6.0
Rune Factory 3: A Fantasy Harvest Moon,DS,Role-Playing,Rising Star Games,0.26,0.03,0.1,0.02,0.4,7.7,8.6,E,7.0
Tales of Zestiria,PS4,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,7.2,6.8,T,1.0
Metal Gear Solid: The Legacy Collection,PS3,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,9.3,9.0,M,3.0
Defender,PS2,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,7.3,7.8,T,14.0
Gauntlet: Seven Sorrows,PS2,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4,5.9,5.7,T,11.0
Harry Potter: Quidditch World Cup,GC,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,6.8,8.5,E,13.0
Overlord,X360,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4,7.6,8.3,T,9.0
The Chronicles of Narnia: Prince Caspian,PS2,Action,Disney Interactive Studios,0.2,0.15,0.0,0.05,0.4,6.7,7.0,T,8.0
Life is Strange,PS4,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,8.5,8.6,M,0.0
Battalion Wars,GC,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,7.6,8.8,T,11.0
The Wonderful 101,WiiU,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,7.8,8.5,T,3.0
Asura's Wrath,PS3,Action,Capcom,0.18,0.12,0.06,0.05,0.4,7.1,7.4,T,4.0
18 Wheeler: American Pro Trucker,PS2,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,6.1,5.7,E,15.0
Wall-E,PS3,Platform,THQ,0.12,0.21,0.0,0.08,0.4,5.1,5.0,E,8.0
Atari Anthology,PS2,Misc,Atari,0.33,0.01,0.0,0.05,0.4,6.6,4.3,E,12.0
FIFA 14,PC,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,8.7,4.6,E,3.0
MLB 2006,PS2,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,8.1,9.0,E,11.0
Ragnarok Odyssey,PSV,Role-Playing,GungHo,0.2,0.01,0.16,0.03,0.4,6.6,7.8,T,4.0
The Gunstringer,X360,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,0.4,7.7,8.1,T,5.0
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.36,0.0,0.0,0.03,0.4,7.3,7.3,T,10.0
MX vs. ATV Unleashed,XB,Racing,THQ,0.32,0.07,0.0,0.01,0.4,8.0,8.3,E,11.0
FIFA Soccer 13,PC,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.4,8.6,6.6,E,4.0
Rampage: Total Destruction,GC,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,5.7,6.7,E10+,10.0
The Urbz: Sims in the City,GC,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,7.3,8.4,T,12.0
WWE SmackDown! vs. RAW 2006,PSP,Fighting,THQ,0.36,0.0,0.0,0.03,0.4,8.1,8.5,T,11.0
Mafia II,PC,Action,Take-Two Interactive,0.17,0.17,0.0,0.05,0.4,7.7,7.9,M,6.0
NBA Live 2002,XB,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,7.6,7.5,E,15.0
Sega Superstars Tennis,PS3,Sports,Sega,0.13,0.2,0.0,0.07,0.4,6.7,7.4,E10+,8.0
Spore Hero,Wii,Simulation,Electronic Arts,0.35,0.02,0.0,0.03,0.4,6.1,7.1,E10+,7.0
I-Ninja,PS2,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,7.3,8.3,T,13.0
Ghostbusters: The Video Game,DS,Action,Atari,0.24,0.12,0.0,0.04,0.4,5.5,6.0,E,7.0
Call of Duty: Finest Hour,GC,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,7.4,8.9,T,12.0
Naruto: Path of the Ninja,DS,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,5.7,7.2,E10+,9.0
Castlevania: Portrait of Ruin,DS,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,0.4,8.5,8.3,T,10.0
Suzuki TT Superbikes,PS2,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,7.1,8.5,E,11.0
Rumble Roses,PS2,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,6.6,8.5,M,12.0
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,0.12,0.22,0.0,0.05,0.39,7.7,8.3,T,9.0
Sherlock Holmes: The Mystery of the Mummy,DS,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.39,5.7,3.1,E,7.0
Fantastic Four: Rise of the Silver Surfer,PS2,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,3.6,6.4,T,9.0
Ultimate Spider-Man,XB,Action,Activision,0.26,0.11,0.0,0.02,0.39,7.7,7.4,T,11.0
Juiced 2: Hot Import Nights,PS2,Racing,THQ,0.19,0.15,0.01,0.05,0.39,6.6,6.7,T,9.0
