Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Pirates of the Caribbean: At World's End,Wii,2007.0,Action,Disney Interactive Studios,0.31200000000000006,0.016,0.008,0.032,0.36000000000000004,5.3,7.2,T
Sega Rally Revo,X360,2007.0,Racing,Sega,0.096,0.22400000000000003,0.0,0.04000000000000001,0.36000000000000004,7.7,7.2,E
Samurai Warriors: Xtreme Legends,PS2,2004.0,Action,Tecmo Koei,0.032,0.024,0.288,0.008,0.36000000000000004,7.2,8.6,T
LEGO Rock Band,DS,2009.0,Misc,Warner Bros. Interactive Entertainment,0.256,0.072,0.0,0.032,0.36000000000000004,8.0,7.5,E
WWE WrestleMania 21,XB,2005.0,Fighting,THQ,0.272,0.08000000000000002,0.0,0.016,0.36000000000000004,5.6,6.9,T
NBA Live 2005,GC,2004.0,Sports,Electronic Arts,0.27999999999999997,0.072,0.0,0.008,0.36000000000000004,8.3,6.7,E
F.E.A.R. 3,PS3,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.168,0.128,0.008,0.05600000000000001,0.36000000000000004,7.4,7.1,M
WWE Day of Reckoning,GC,2004.0,Fighting,THQ,0.27999999999999997,0.072,0.0,0.008,0.36000000000000004,7.9,9.1,T
NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.32000000000000006,0.016,0.0,0.024,0.36000000000000004,8.0,7.7,E
Harry Potter and the Deathly Hallows - Part 1,X360,2010.0,Action,Electronic Arts,0.168,0.16000000000000003,0.0,0.032,0.36000000000000004,3.8,5.0,T
Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.016,0.21600000000000003,0.08800000000000001,0.04000000000000001,0.36000000000000004,8.5,7.6,E
Sled Storm,PS2,2002.0,Racing,Electronic Arts,0.17600000000000002,0.136,0.0,0.048,0.36000000000000004,7.3,7.7,T
Dead or Alive: Dimensions,3DS,2011.0,Fighting,Ubisoft Annecy,0.10400000000000001,0.168,0.05600000000000001,0.024,0.36000000000000004,7.9,8.2,T
Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.10400000000000001,0.23199999999999998,0.0,0.024,0.36000000000000004,8.1,8.2,M
Deadpool,PS3,2013.0,Action,Activision,0.18400000000000002,0.11200000000000002,0.0,0.064,0.36000000000000004,6.1,7.2,M
Watch Dogs,PC,2014.0,Action,Ubisoft,0.12,0.20800000000000002,0.0,0.024,0.36000000000000004,7.7,4.7,M
Mario Golf: Advance Tour,GBA,2004.0,Sports,Nintendo,0.256,0.096,0.0,0.008,0.36000000000000004,8.4,8.6,E
Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.144,0.17600000000000002,0.0,0.04000000000000001,0.36000000000000004,5.0,4.6,E
F.E.A.R. 3,X360,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.24,0.08800000000000001,0.008,0.032,0.36000000000000004,7.5,7.0,M
Disney Guilty Party,Wii,2010.0,Misc,Disney Interactive Studios,0.336,0.0,0.0,0.024,0.36000000000000004,7.8,8.0,E
"Warhammer 40,000: Space Marine",PS3,2011.0,Shooter,THQ,0.10400000000000001,0.18400000000000002,0.0,0.064,0.35200000000000004,7.0,7.4,M
Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.296,0.008,0.0,0.048,0.35200000000000004,7.0,5.2,E
World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.048,0.264,0.016,0.024,0.35200000000000004,8.9,7.9,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,Konami Digital Entertainment,0.17600000000000002,0.136,0.0,0.048,0.35200000000000004,4.7,7.8,T
The Thing,PS2,2002.0,Adventure,Vivendi Games,0.17600000000000002,0.136,0.0,0.048,0.35200000000000004,7.8,7.4,M
Van Helsing,PS2,2004.0,Action,Activision,0.17600000000000002,0.136,0.0,0.048,0.35200000000000004,6.4,8.5,T
Mario Tennis Ultra Smash,WiiU,2015.0,Sports,Nintendo,0.10400000000000001,0.12,0.11200000000000002,0.016,0.35200000000000004,5.8,5.3,E
Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.072,0.192,0.024,0.064,0.35200000000000004,6.9,6.6,E
X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.24,0.096,0.0,0.016,0.35200000000000004,8.4,8.7,T
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.20800000000000002,0.11200000000000002,0.008,0.032,0.35200000000000004,7.4,7.2,T
Skylanders: Trap Team,PS4,2014.0,Action,Activision,0.15200000000000002,0.144,0.0,0.05600000000000001,0.35200000000000004,7.8,5.6,E10+
Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.032,0.20800000000000002,0.0,0.11200000000000002,0.35200000000000004,8.0,8.1,E10+
Spawn: Armageddon,PS2,2003.0,Action,Electronic Arts,0.17600000000000002,0.136,0.0,0.048,0.35200000000000004,5.6,7.4,M
Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.296,0.024,0.016,0.024,0.35200000000000004,8.0,7.7,E10+
Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.27999999999999997,0.064,0.0,0.008,0.35200000000000004,8.8,8.5,E
Battlefield 2: Modern Combat,PS2,2005.0,Shooter,Electronic Arts,0.296,0.008,0.0,0.048,0.35200000000000004,8.0,8.5,T
50 Cent: Bulletproof,XB,2005.0,Action,Vivendi Games,0.264,0.08000000000000002,0.0,0.016,0.35200000000000004,5.0,5.9,M
Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.288,0.032,0.0,0.032,0.35200000000000004,7.3,6.6,T
LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,LucasArts,0.264,0.08000000000000002,0.0,0.016,0.35200000000000004,8.5,8.6,E10+
Viking: Battle for Asgard,X360,2008.0,Action,Sega,0.128,0.18400000000000002,0.0,0.04000000000000001,0.35200000000000004,6.8,8.0,M
Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,Square Enix,0.10400000000000001,0.0,0.248,0.008,0.35200000000000004,8.3,7.6,E
Dance Dance Revolution: Hottest Party 3,Wii,2009.0,Simulation,Konami Digital Entertainment,0.20800000000000002,0.11200000000000002,0.0,0.032,0.35200000000000004,6.6,8.2,E10+
G-Force,Wii,2009.0,Action,Disney Interactive Studios,0.15200000000000002,0.16000000000000003,0.0,0.04000000000000001,0.35200000000000004,6.9,8.0,E10+
Transformers: Fall of Cybertron,X360,2012.0,Action,Activision,0.22400000000000003,0.096,0.0,0.032,0.35200000000000004,7.9,8.3,T
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.136,0.10400000000000001,0.048,0.064,0.35200000000000004,7.4,8.0,T
MX Unleashed,XB,2004.0,Racing,THQ,0.272,0.064,0.0,0.016,0.35200000000000004,8.1,9.3,E
Wario World,GC,2003.0,Platform,Nintendo,0.272,0.072,0.0,0.008,0.35200000000000004,7.1,7.2,E
DmC: Devil May Cry,X360,2013.0,Action,Capcom,0.20800000000000002,0.096,0.008,0.032,0.35200000000000004,8.6,5.1,M
FIFA Soccer 13,PSV,2012.0,Action,Electronic Arts,0.0,0.22400000000000003,0.04000000000000001,0.08800000000000001,0.35200000000000004,5.7,4.1,E
The Legend of Spyro: Dawn of the Dragon,PS3,2008.0,Platform,Vivendi Games,0.15200000000000002,0.144,0.0,0.05600000000000001,0.35200000000000004,5.9,6.6,E10+
Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.072,0.016,0.256,0.008,0.35200000000000004,5.5,7.2,T
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.2,0.11200000000000002,0.0,0.032,0.35200000000000004,6.5,4.0,E10+
TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.272,0.072,0.0,0.008,0.35200000000000004,8.8,9.0,T
Eternal Darkness: Sanity's Requiem,GC,2002.0,Adventure,Nintendo,0.272,0.072,0.0,0.008,0.35200000000000004,9.2,8.7,M
Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.328,0.0,0.0,0.024,0.35200000000000004,5.3,6.8,E
Naruto: Ultimate Ninja 3,PS2,2005.0,Fighting,Atari,0.288,0.008,0.0,0.048,0.35200000000000004,7.5,8.7,T
The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.288,0.032,0.008,0.024,0.35200000000000004,8.2,8.1,M
Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.30400000000000005,0.016,0.0,0.024,0.35200000000000004,7.0,2.8,E10+
Child of Eden,X360,2011.0,Shooter,Ubisoft,0.22400000000000003,0.096,0.0,0.032,0.35200000000000004,8.4,7.7,E10+
Spider-Man: Shattered Dimensions,PS3,2010.0,Action,Activision,0.20800000000000002,0.096,0.0,0.04000000000000001,0.35200000000000004,7.4,7.5,T
NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.168,0.136,0.0,0.048,0.35200000000000004,7.3,8.6,E
Eternal Sonata,PS3,2008.0,Role-Playing,Atari,0.15200000000000002,0.096,0.05600000000000001,0.04000000000000001,0.35200000000000004,8.0,7.8,T
Star Wars: Jedi Starfighter,XB,2002.0,Simulation,Activision,0.27999999999999997,0.05600000000000001,0.0,0.016,0.35200000000000004,7.8,5.2,T
Classic NES Series: Metroid,GBA,2004.0,Adventure,Nintendo,0.20800000000000002,0.08000000000000002,0.05600000000000001,0.008,0.34400000000000003,5.8,8.6,E
Nicktoons: Attack of the Toybots,Wii,2007.0,Platform,THQ,0.32000000000000006,0.0,0.0,0.024,0.34400000000000003,6.0,6.0,E
Primal,PS2,2003.0,Action,Sony Computer Entertainment,0.168,0.136,0.0,0.048,0.34400000000000003,7.3,8.6,M
Ninja Gaiden 3,PS3,2012.0,Action,Tecmo Koei,0.15200000000000002,0.072,0.08800000000000001,0.04000000000000001,0.34400000000000003,5.8,5.0,M
Band Hero,DS,2009.0,Misc,Activision,0.16000000000000003,0.15200000000000002,0.0,0.032,0.34400000000000003,6.5,7.0,E10+
Need for Speed Underground 2,GBA,2004.0,Racing,Electronic Arts,0.248,0.096,0.0,0.008,0.34400000000000003,7.2,8.2,E
SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.256,0.072,0.0,0.016,0.34400000000000003,8.8,8.5,E
Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.16000000000000003,0.10400000000000001,0.048,0.024,0.34400000000000003,7.4,6.8,E
Borderlands: The Handsome Collection,XOne,2015.0,Shooter,Take-Two Interactive,0.20800000000000002,0.10400000000000001,0.0,0.032,0.34400000000000003,8.0,7.8,M
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005.0,Action,Disney Interactive Studios,0.288,0.008,0.0,0.048,0.34400000000000003,6.8,8.4,T
Star Wars The Clone Wars: Republic Heroes,PS3,2009.0,Action,LucasArts,0.15200000000000002,0.144,0.0,0.05600000000000001,0.34400000000000003,4.3,5.3,T
NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.32000000000000006,0.016,0.0,0.016,0.34400000000000003,8.8,8.8,E
Bionicle,PS2,2003.0,Action,Electronic Arts,0.168,0.136,0.0,0.048,0.34400000000000003,5.1,3.6,E
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.12,0.11200000000000002,0.072,0.048,0.34400000000000003,7.3,7.5,T
Naughty Bear,PS3,2010.0,Action,505 Games,0.144,0.144,0.0,0.05600000000000001,0.34400000000000003,4.3,5.5,T
MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.192,0.128,0.0,0.024,0.34400000000000003,7.6,8.1,E
Deadpool,X360,2013.0,Action,Activision,0.20800000000000002,0.10400000000000001,0.0,0.032,0.34400000000000003,6.2,7.4,M
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.18400000000000002,0.136,0.0,0.032,0.34400000000000003,7.4,7.1,E10+
MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.27999999999999997,0.0,0.0,0.064,0.34400000000000003,8.1,6.8,E
Devil May Cry HD Collection,X360,2012.0,Action,Capcom,0.22400000000000003,0.08800000000000001,0.008,0.024,0.34400000000000003,7.7,8.4,M
Hyperdimension Neptunia,PS3,2010.0,Role-Playing,Tecmo Koei,0.17600000000000002,0.072,0.05600000000000001,0.032,0.34400000000000003,4.5,7.0,T
TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.168,0.136,0.0,0.048,0.34400000000000003,8.1,8.0,T
InuYasha: The Secret of the Cursed Mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.168,0.136,0.0,0.048,0.34400000000000003,5.1,8.1,T
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,0.144,0.05600000000000001,0.136,0.008,0.34400000000000003,8.1,8.6,E
Payday 2,PS3,2013.0,Shooter,505 Games,0.17600000000000002,0.11200000000000002,0.0,0.064,0.34400000000000003,7.4,6.2,M
Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.12,0.032,0.0,0.192,0.34400000000000003,6.4,8.7,E10+
Hunter: The Reckoning  Wayward,PS2,2003.0,Action,Interplay,0.168,0.128,0.0,0.048,0.34400000000000003,6.8,8.8,M
EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.288,0.008,0.0,0.048,0.34400000000000003,7.1,7.8,E
EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.168,0.128,0.0,0.04000000000000001,0.34400000000000003,7.4,8.2,T
OkamiDen,DS,2010.0,Adventure,Capcom,0.168,0.048,0.10400000000000001,0.016,0.34400000000000003,8.2,7.9,E10+
Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.18400000000000002,0.096,0.032,0.032,0.34400000000000003,4.7,6.0,E10+
Just Dance 4,PS3,2012.0,Misc,Ubisoft,0.20800000000000002,0.08800000000000001,0.0,0.048,0.34400000000000003,7.7,7.1,E10+
Mobile Suit Gundam: Zeonic Front,PS2,2001.0,Simulation,Namco Bandai Games,0.072,0.05600000000000001,0.2,0.016,0.34400000000000003,7.1,8.8,T
Dawn of Mana,PS2,2006.0,Role-Playing,Square Enix,0.05600000000000001,0.04000000000000001,0.23199999999999998,0.016,0.34400000000000003,5.7,6.8,T
Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.272,0.024,0.024,0.024,0.34400000000000003,8.9,8.5,T
Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.128,0.17600000000000002,0.0,0.04000000000000001,0.34400000000000003,8.7,7.6,M
Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.136,0.008,0.18400000000000002,0.016,0.34400000000000003,6.6,7.8,T
Alpha Protocol,PS3,2010.0,Role-Playing,Sega,0.15200000000000002,0.136,0.0,0.05600000000000001,0.34400000000000003,6.4,6.9,M
Rayman Legends,X360,2013.0,Platform,Ubisoft,0.15200000000000002,0.16000000000000003,0.0,0.032,0.34400000000000003,9.0,8.2,E10+
Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.264,0.072,0.0,0.008,0.34400000000000003,9.2,8.5,E
Disney Sing It,X360,2008.0,Misc,Disney Interactive Studios,0.31200000000000006,0.008,0.0,0.024,0.34400000000000003,5.3,5.2,E
Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.016,0.288,0.0,0.04000000000000001,0.34400000000000003,8.0,7.6,E
SEGA Classics Collection,PS2,2005.0,Misc,Sega,0.168,0.128,0.0,0.04000000000000001,0.34400000000000003,4.6,6.7,T
Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.27999999999999997,0.04000000000000001,0.0,0.024,0.34400000000000003,7.0,6.6,E10+
Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.31200000000000006,0.0,0.0,0.024,0.336,5.6,6.5,E10+
NBA Street,GC,2002.0,Sports,Electronic Arts,0.264,0.072,0.0,0.008,0.336,8.8,8.6,E
Def Jam Icon,PS3,2007.0,Action,Electronic Arts,0.128,0.15200000000000002,0.0,0.064,0.336,6.8,4.4,M
2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.12,0.2,0.0,0.024,0.336,7.4,4.4,E
The Legend of Spyro: The Eternal Night,PS2,2007.0,Platform,Vivendi Games,0.168,0.128,0.0,0.04000000000000001,0.336,5.4,5.4,E10+
Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.096,0.048,0.168,0.024,0.336,7.4,6.7,T
Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,0.11200000000000002,0.04000000000000001,0.17600000000000002,0.008,0.336,7.9,8.9,E
Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.08800000000000001,0.16000000000000003,0.0,0.096,0.336,6.5,8.2,T
25 to Life,PS2,2006.0,Shooter,Eidos Interactive,0.27999999999999997,0.008,0.0,0.048,0.336,3.9,4.9,M
NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.168,0.128,0.0,0.04000000000000001,0.336,8.1,5.8,E10+
Medal of Honor: Rising Sun,GC,2003.0,Shooter,Electronic Arts,0.264,0.072,0.0,0.008,0.336,6.8,6.4,T
The Sims,XB,2003.0,Simulation,Electronic Arts,0.248,0.08000000000000002,0.0,0.008,0.336,8.4,6.9,T
Dog's Life,PS2,2003.0,Adventure,Sony Computer Entertainment,0.168,0.128,0.0,0.04000000000000001,0.336,6.4,3.1,T
Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.264,0.064,0.0,0.008,0.336,7.6,7.7,T
Colony Wars,PS,1997.0,Simulation,Psygnosis,0.192,0.128,0.0,0.024,0.336,9.1,7.8,E
All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.168,0.128,0.0,0.04000000000000001,0.336,7.8,7.5,E
NASCAR Thunder 2002,PS,2001.0,Racing,Electronic Arts,0.18400000000000002,0.128,0.0,0.024,0.336,6.9,6.9,E
Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.128,0.136,0.0,0.08000000000000002,0.336,6.1,6.8,T
Zone of the Enders HD Collection,PS3,2012.0,Simulation,Konami Digital Entertainment,0.168,0.05600000000000001,0.072,0.04000000000000001,0.336,7.3,8.0,M
2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.18400000000000002,0.12,0.008,0.032,0.336,7.0,6.7,E
ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.256,0.072,0.0,0.016,0.336,8.8,8.5,E
Hot Wheels World Race,PS2,2003.0,Racing,THQ,0.168,0.128,0.0,0.04000000000000001,0.336,5.5,7.7,E
Superman: Shadow of Apokolips,PS2,2002.0,Action,Atari,0.168,0.128,0.0,0.04000000000000001,0.336,6.4,7.2,E
Trials Fusion,PS4,2014.0,Racing,Ubisoft,0.10400000000000001,0.17600000000000002,0.008,0.05600000000000001,0.336,7.9,7.2,E10+
American Chopper,PS2,2004.0,Racing,Zoo Digital Publishing,0.27999999999999997,0.008,0.0,0.048,0.336,4.7,7.5,T
NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.31200000000000006,0.0,0.0,0.024,0.336,7.0,8.1,E
Guitar Hero: Smash Hits,X360,2009.0,Misc,Activision,0.18400000000000002,0.12,0.0,0.032,0.336,7.1,5.9,T
Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,0.24,0.08800000000000001,0.0,0.008,0.336,7.2,8.0,E
Test Drive,XB,2002.0,Racing,Atari,0.27999999999999997,0.04000000000000001,0.0,0.016,0.336,7.1,8.7,T
Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,0.12,0.136,0.0,0.08000000000000002,0.336,6.1,7.0,T
James Bond 007: Everything or Nothing,GC,2004.0,Shooter,Electronic Arts,0.256,0.064,0.0,0.008,0.336,8.4,8.2,T
NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.31200000000000006,0.0,0.0,0.024,0.336,8.0,7.6,E
MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.27999999999999997,0.008,0.0,0.048,0.336,8.4,7.3,E
Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,Konami Digital Entertainment,0.256,0.072,0.0,0.016,0.336,7.8,7.1,E
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,0.256,0.064,0.0,0.008,0.336,8.1,8.8,E
Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.30400000000000005,0.0,0.0,0.024,0.336,4.5,5.8,E
How to Train Your Dragon,Wii,2010.0,Action,Activision,0.18400000000000002,0.12,0.0,0.032,0.336,5.9,7.0,E10+
Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.11200000000000002,0.21600000000000003,0.008,0.336,7.6,8.2,E10+
Harry Potter and the Goblet of Fire,GC,2005.0,Action,Electronic Arts,0.256,0.064,0.0,0.008,0.336,6.9,6.3,E10+
Thrillville: Off the Rails,PS2,2007.0,Strategy,LucasArts,0.16000000000000003,0.128,0.0,0.04000000000000001,0.336,7.0,1.7,E10+
Mega Man X6,PS,2001.0,Action,Capcom,0.11200000000000002,0.08000000000000002,0.128,0.024,0.336,6.5,6.8,E
BloodRayne,PS2,2002.0,Shooter,Universal Interactive,0.16000000000000003,0.128,0.0,0.04000000000000001,0.336,7.5,8.5,M
Castlevania: Curse of Darkness,PS2,2005.0,Action,Konami Digital Entertainment,0.144,0.11200000000000002,0.04000000000000001,0.04000000000000001,0.336,7.0,7.5,M
LEGO Rock Band,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.192,0.096,0.0,0.048,0.336,7.5,7.6,E10+
Black,XB,2006.0,Shooter,Electronic Arts,0.248,0.072,0.0,0.008,0.336,7.7,8.0,M
Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.168,0.136,0.0,0.032,0.336,7.6,8.2,M
Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,Nintendo,0.16000000000000003,0.11200000000000002,0.04000000000000001,0.024,0.336,7.5,6.8,E
Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.17600000000000002,0.016,0.128,0.016,0.336,7.4,6.8,T
Vanquish,X360,2010.0,Shooter,Sega,0.15200000000000002,0.128,0.024,0.032,0.336,8.4,8.4,M
TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.21600000000000003,0.072,0.0,0.04000000000000001,0.336,5.8,6.2,T
Pirates of the Caribbean: At World's End,PS2,2007.0,Action,Disney Interactive Studios,0.16000000000000003,0.128,0.0,0.04000000000000001,0.336,5.4,7.0,T
Mega Man Legends 2,PS,2000.0,Adventure,Capcom,0.136,0.096,0.08000000000000002,0.024,0.336,7.6,8.8,E
Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.288,0.016,0.0,0.024,0.336,6.6,7.9,T
Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.336,0.0,0.336,4.6,4.5,M
The Suffering,PS2,2004.0,Action,Midway Games,0.16000000000000003,0.128,0.0,0.04000000000000001,0.336,7.7,8.9,M
Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,Nintendo,0.15200000000000002,0.08800000000000001,0.072,0.024,0.328,4.6,4.4,E
Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.12,0.096,0.08800000000000001,0.032,0.328,8.2,8.9,M
Just Dance 2014,PS4,2013.0,Misc,Ubisoft,0.15200000000000002,0.128,0.0,0.05600000000000001,0.328,7.5,5.5,E10+
NFL GameDay 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.16000000000000003,0.128,0.0,0.04000000000000001,0.328,6.5,8.7,E
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.288,0.016,0.0,0.024,0.328,8.1,8.2,M
Crash of the Titans,PS2,2007.0,Action,Vivendi Games,0.272,0.008,0.0,0.048,0.328,7.0,5.9,E10+
EA Sports UFC 2,XOne,2016.0,Sports,Electronic Arts,0.192,0.11200000000000002,0.0,0.032,0.328,7.6,6.0,T
Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,Ubisoft,0.20800000000000002,0.10400000000000001,0.0,0.016,0.328,7.4,6.6,M
TimeShift,X360,2007.0,Shooter,Vivendi Games,0.288,0.016,0.0,0.024,0.328,7.0,7.9,M
Farming Simulator 17,PS4,2016.0,Simulation,Focus Home Interactive,0.04000000000000001,0.248,0.0,0.048,0.328,6.9,8.7,E
Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.17600000000000002,0.072,0.032,0.05600000000000001,0.328,8.0,7.8,T
Tom Clancy's HAWX 2,PS3,2010.0,Action,Ubisoft,0.168,0.096,0.024,0.04000000000000001,0.328,7.0,6.8,T
X-Men: The Official Game,PS2,2006.0,Action,Activision,0.16000000000000003,0.128,0.0,0.04000000000000001,0.328,5.2,7.5,T
Terraria,PS3,2013.0,Action,505 Games,0.05600000000000001,0.16000000000000003,0.072,0.04000000000000001,0.328,8.1,7.9,T
LEGO Dimensions,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.17600000000000002,0.12,0.0,0.032,0.328,8.0,6.9,E10+
Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.0,0.21600000000000003,0.0,0.11200000000000002,0.328,7.7,7.7,E
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.21600000000000003,0.064,0.0,0.05600000000000001,0.328,5.5,7.1,M
Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.288,0.016,0.0,0.024,0.328,6.1,2.8,E10+
NHL 15,XOne,2014.0,Sports,Electronic Arts,0.248,0.048,0.0,0.032,0.328,5.9,3.2,E10+
Tom Clancy's The Division,PC,2016.0,Shooter,Ubisoft,0.17600000000000002,0.12,0.0,0.032,0.328,7.9,5.8,M
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.15200000000000002,0.12,0.0,0.048,0.328,7.6,6.3,T
F1 2014,PS3,2014.0,Racing,Codemasters,0.05600000000000001,0.20800000000000002,0.016,0.048,0.328,6.2,4.1,E
Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.296,0.008,0.0,0.024,0.328,6.3,4.8,E
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.16000000000000003,0.144,0.0,0.024,0.328,8.1,6.9,M
BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.008,0.31200000000000006,0.0,0.016,0.328,9.6,8.5,M
The Terminator: Dawn of Fate,PS2,2002.0,Action,Atari,0.16000000000000003,0.128,0.0,0.04000000000000001,0.328,5.8,5.7,T
Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.264,0.032,0.008,0.024,0.328,7.3,7.6,T
Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.12,0.17600000000000002,0.0,0.032,0.328,8.4,8.2,E
Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.08800000000000001,0.064,0.15200000000000002,0.024,0.328,7.5,8.8,T
Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.248,0.064,0.0,0.008,0.328,8.1,8.7,M
NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.256,0.016,0.032,0.024,0.328,6.9,8.5,E
Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.12,0.18400000000000002,0.0,0.024,0.328,7.8,4.5,M
